Main Category,Tags,Image Title,Image URL,Prompt Text
Travel & Nature,"Casual, Dark, Hair, Outdoor, Portrait",Bloom & Grace,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Bloom%20&%20Grace.webp,"A soft, dreamy outdoor portrait of a beautiful young woman, Using the attached photo facial reference, standing waist-deep in a vibrant field of ranunculus flowers. She holds a single bright pink flower stem in her raised right hand near her face, gazing thoughtfully off into the distance, while her left hand hangs relaxed by her side. She is wearing a simple white ribbed tank top and light blue denim shorts. Accessories include a delicate silver butterfly necklace, small hoop earrings, and silver bangles on her right wrist. Her dark hair is styled in a casual half-up, half-down top knot with loose waves. The field is densely packed with white and deep magenta blooms. The lighting is soft, diffused, and even, typical of an overcast day, with a white cloudy sky and blurred trees in the background. Aspect ratio 9:16"
Urban & Architecture,"Aesthetic, Casual, Cinematic, Detail, Hair",Rooftop Ledge,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Rooftop%20Ledge.webp,"Using the attached photo facial reference, A cinematic night-time portrait of a young woman sitting on a rooftop ledge, city skyline glowing behind her with colorful bokeh lights. She has short, messy pastel pink hair, soft natural makeup, and expressive eyes looking directly into the camera. She wears an oversized black hoodie and ripped blue jeans, casual urban street style. Moody teal-and-orange color grading, shallow depth of field, soft rim lighting around the hair, dramatic low-light photography, cinematic atmosphere, ultra-realistic skin texture, high detail, 85mm lens look, f/1.8, professional photography, modern aesthetic, poster-style composition."
Events & Celebrations,"Cinematic, Romantic",Couple in Love,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Couple%20in%20Love.webp,"Using the attached photos facial reference:
A hyper-realistic 8k high-angle overhead shot, captured with a wide-angle lens, Aspect ratio 9:16, presents a romantic scene of a full-body couple shot lying on a light-colored wooden floor. The lighting is soft and natural, possibly from a window, creating gentle highlights on the balloons and subtle shadows on the floor, contributing to a cinematic atmosphere. The female subject, uploaded face as reference, is positioned on her back, wearing a black crop top, light blue denim shorts, and a white unbuttoned shirt draped over her. Her left arm is bent with her hand near her head, and her right arm is gently extended towards the male. The male subject, uploaded face as reference, is also on his back, wearing a light grey t-shirt and light blue distressed denim jeans. His left arm is bent, hand near the female's head, and his right arm is relaxed. They are lying close together, heads touching, looking into each other's eyes with soft, affectionate smiles. The entire floor around and between them is densely decorated with a multitude of shiny red heart-shaped foil balloons of varying sizes, interspersed with several white round latex balloons, and countless small red and white rose petals, creating a highly detailed texture and vibrant color contrast against the light wood. The composition is a full-body shot, showcasing the couple and the extensive, immersive decorations."
Fantasy & Anime,"Cinematic, Dark, Selfie",Aliens Selfie,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Aliens%20Selfie.webp,"A hyper-realistic, 8k, 9:16, high-angle, based strictly on the provided reference image, wide-shot selfie perspective captures a man in the foreground, holding the camera with his outstretched arm, looking directly into the lens with a serious expression. He is wearing a highly detailed, tan-beige astronaut-style jumpsuit, featuring a prominent silver neck ring and a beige, rectangular device with a small screen attached to his chest. His face is uploaded face as reference. Behind him, a dense crowd of classic grey aliens with large, almond-shaped black eyes, small mouths, and slender bodies fills the mid-ground and background, all gazing intently towards the camera. The aliens are rendered with highly detailed, smooth, grey skin textures. The scene is set on a desolate, dark grey, rocky alien planet surface, scattered with small pebbles and rocks, extending towards a hazy, dark horizon with faint, distant mountains under an overcast sky. The lighting is cinematic and diffused, creating soft shadows and highlighting the textures of the suit and the aliens, giving the entire image a sharp, crisp, and highly detailed appearance."
Fashion & Luxury,"Aesthetic, Beauty, Cinematic, Fashion, Hair",Horse Portrait,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Horse%20Portrait.webp,"Use the original face exactly as it is, without changing a details.

A hyper-realistic, 9:16 Ratio, high-fashion editorial portrait of a good curvy young woman (not skinny) with wind-swept brunette hair standing intimately next to a majestic white horse with a long, wavy mane. She is wearing an unbuttoned, oversized white linen shirt tied at the waist and light-wash denim. Soft, hazy golden hour warm lighting with a strong backlighting effect creates a glowing rim around their silhouettes. Cinematic composition, shallow depth of field with a blurred stable background, shot on 85mm lens, f/1.8, muted earthy tones, dreamlike atmosphere, 8k resolution, highly detailed skin textures and horse fur.

• Lighting & Mood: The ""soft-focus"" look comes from backlighting (sun behind the subject). This creates the ""halo"" effect on the horse's mane and the woman's hair. Use keywords like golden hour, diffused sunlight, and ethereal haze.

• Styling (The ""Cottagecore/Old Money"" Mix): The combination of a crisp white linen shirt and a horse leans into a refined, equestrian-inspired aesthetic.

The ""messy"" hair adds a touch of raw, natural beauty.

• Camera Settings: To get that professional ""pop"" where the subjects are sharp and the background is creamy, specify a long focal length (85mm or 100mm) and a wide aperture (f/1.8 or f/2.)"
Vehicles & Action,"Cinematic, Dark",Lamborghini Huracan Highway,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Lamborghini%20Huracan%20Highway.webp,"A hyper-realistic, 8k, 9:16 Ratio, slightly low-angle shot captures a dramatic scene on a winding highway under an intensely dark and swirling storm cloud formation that dominates the upper two-thirds of the frame, showcasing incredible texture and ominous depth. In the mid-ground, a sleek, dark grey (anthracite) Lamborghini Huracan is parked on the shoulder, angled slightly away from the viewer, revealing its aggressive rear design, prominent black rear spoiler, louvers, and striking red LED taillights. To the right of the car, Using the attached photo reference as a strict guide, a person is casually seated on a weathered silver highway guardrail, wearing a dark hooded jacket, dark t-shirt, ripped dark blue jeans, and dark shoes, looking towards the camera with uploaded face as reference. The dark asphalt road, marked by a crisp white solid line, curves gently into the distance, with a concrete overpass visible in the far background. Cinematic lighting emphasizes the contrast between the dark elements and the vibrant red taillights, with highly detailed textures on the car, clothing, and the dramatic, turbulent clouds
"
Cinematic & Artistic,"Cinematic, Men, Dark, Action, Moody, Fashion, Portrait",Black Revange,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Black%20Revange.webp,"A hyper-realistic, 8k, full-body, Using the attached photo reference as a strict guide, low-angle shot captures a lone male figure striding forward, rendered with dramatic cinematic lighting. The subject, seen from a slightly low perspective, is dressed in a dark fedora, a long, textured dark trench coat, a dark vest, and dark trousers, accessorized with multiple prominent silver chain necklaces. He holds a dark, pistol-like object in his left hand, pointing downwards. Intense backlighting and rim lighting create a striking silhouette, highlighting the highly detailed texture of his clothing and illuminating atmospheric rain or dust particles around him. The expansive background is an overexposed, stark pure white, featuring subtle, faint concentric ripple patterns and scattered black speckles, imparting a gritty, distressed aesthetic. A subtle reflection of the subject is visible on the pristine white ground. Dominating the upper third of the frame, the word ""REVENGE"" is rendered in a bold, distressed, black stencil-like uppercase font. In the top-left corner, a small, dark, stylized logo with text is present, and along the right edge, vertical text is subtly integrated. uploaded face as reference. 9:16 ratio."
Travel & Nature,"Travel, Men, Outdoor, Summer, Fun, Casual, Lifestyle",Pisa Perspective,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Pisa%20Perspective.webp,"A realistic full-body travel photograph of a man, Using the attached photo facial reference, standing on a grassy lawn in front of the Leaning Tower of Pisa. He is posing for a forced-perspective optical illusion: his right hand is raised high with the palm open and flat, visually aligning with the side of the tower to look like he is pushing it, while his left hand is extended lower, palm-up, as if catching or supporting the tower. He wears a fitted navy blue t-shirt, dark sunglasses, and carries a backpack. The famous tower leans dramatically in the background under a clear, bright blue sky. To the left, the white marble facade of the Pisa Cathedral is visible. The lighting is bright midday sun, creating high contrast, sharp shadows, and vivid colors. Aspect ratio 9:16."
Travel & Nature,"Travel, Men, Outdoor, Summer, Water, Lifestyle, Casual",Venetian Gondola Ride,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Venetian%20Gondola%20Ride.webp,"Ultra-realistic travel photography featuring the reference person seated in the middle of a traditional Venetian gondola as it moves through the narrow canals of Venice, surrounded by historic buildings, stone bridges, and reflections on the water, captured outdoors in Venice, Italy, shot from a natural eye-level perspective that places the viewer inside the gondola, photographed using a full-frame DSLR camera with a 35mm lens for immersive realism and natural proportions, illuminated by soft natural daylight with gentle highlights and realistic reflections on the canal water, composed with strong depth, leading lines created by the canal, and classic European travel photography aesthetics, ultra-high resolution details, realistic textures, natural color grading, professional sharpness, using Using the attached photo facial reference, the person wearing typical tourist clothing suitable for visiting Venice, Italy, including elegant casual travel attire inspired by European summer style appropriate for gondola rides and sightseeing. 9:16 ratio.
"
Travel & Nature,"Travel, Men, Nature, Outdoor, Moody, Casual, Lifestyle",Stonehenge Mystery,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Stonehenge%20Mystery.webp,"Ultra-realistic travel photography featuring the reference person standing among the massive stone circle of Stonehenge, surrounded by the iconic prehistoric monoliths arranged in a circular formation, captured outdoors on the open Salisbury Plain in England with wide grassy fields and dramatic sky, shot from a natural eye-level perspective that emphasizes the scale and mystery of the stones, photographed using a full-frame DSLR camera with a 35mm lens for natural proportions and immersive realism, illuminated by soft overcast daylight typical of the English countryside with subtle shadows and moody atmosphere, composed with strong circular framing, balanced depth, and classic European travel photography aesthetics, ultra-high resolution details, realistic stone textures, natural color grading, professional sharpness, the reference person wearing typical tourist clothing suitable for visiting Stonehenge, England, including layered travel attire appropriate for cool and windy weather, comfortable walking clothing, and practical sightseeing outfit. 9:16 ratio."
Travel & Nature,"Travel, Men, Outdoor, Summer, Fashion, Lifestyle",Hollywood Sign,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Hollywood%20Sign.webp,"Ultra-realistic travel photography featuring the reference person positioned in the foreground with the iconic white Hollywood Sign clearly visible on the hillside in the background, captured outdoors in Los Angeles under clear skies, surrounded by dry hills, natural vegetation, and the classic California landscape, shot from a natural eye-level perspective that balances the person and the massive lettering on the hill, photographed using a full-frame DSLR camera with a 35mm lens for natural proportions and cinematic travel realism, illuminated by bright California daylight with strong clarity and realistic shadows, composed with strong depth, clean framing, and iconic American travel photography aesthetics, ultra-high resolution details, realistic textures, natural color grading, professional sharpness, the reference person wearing typical fancy tourist clothing suitable for visiting Hollywood, Los Angeles, including casual urban travel attire inspired by West Coast style, comfortable sightseeing outfit, and relaxed California fashion. 9:16 ratio.
"
Travel & Nature,"Travel, Men, Nature, Outdoor, Cinematic, Adventure, Lifestyle",Great Wall of China,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Great%20Wall%20of%20China.webp,"Ultra-realistic travel photography featuring the reference person standing on top of the Great Wall of China as the wall stretches endlessly and disappears into the distant horizon, surrounded by rolling mountains and ancient stone architecture, captured from a wide eye-level perspective that emphasizes depth, scale, and leading lines, photographed using a full-frame DSLR camera with a 35mm lens for natural proportions and immersive realism, illuminated by soft natural daylight with subtle atmospheric haze enhancing distance, composed with strong directional lines guiding the viewer's eye along the wall fading into the horizon, cinematic travel photography realism, ultra-high resolution details, realistic stone textures, natural color grading, professional sharpness, the reference person wearing typical fancy clothing suitable for visiting the Great Wall of China, including comfortable sightseeing attire designed for walking and outdoor travel. 9:16 ratio."
Travel & Nature,"Travel, woman, Outdoor, Summer, Nature, Traditional, Lifestyle",Mayan Pyramid Stand,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Mayan%20Pyramid%20Stand.webp,"Ultra-realistic travel photography featuring the reference person standing directly in front of the Pyramid of Kukulcán at Chichén Itzá, facing the monument and emphasizing its monumental scale and symmetry, captured outdoors in the archaeological site of Chichén Itzá, Mexico, surrounded by ancient Mayan stone architecture and open tropical landscape, shot from a straight-on eye-level perspective aligned with the central axis of the pyramid for strong visual balance, photographed using a full-frame DSLR camera with a 35mm lens to capture both the subject and the full structure with natural proportions, illuminated by bright natural daylight typical of the Yucatán region with realistic shadows and high clarity, composed with strong symmetry, clean framing, and iconic travel photography aesthetics, ultra-high resolution details, realistic stone textures, natural color grading, professional sharpness, the reference person wearing lovely clothing suitable for visiting Chichén Itzá, including lightweight summer travel attire inspired by local Mexican and Mayan styles for comfort in a hot climate. 9:16 ratio."
Lifestyle & Hobbies,"Wellness, Lifestyle, Surreal, Men, Indoor, Minimal, Aesthetic",Floating Zen,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Floating%20Zen.webp,"A serene, aspirational social media wellness shot featuring a man with uploaded face as strict reference in a perfect meditative pose, literally floating cross-legged three feet above the ground in the center of a sun-drenched, minimalist Japandi-style room. He wears comfortable, earth-toned organic Yoga clothing. Orbiting around him in a magical, weightless semi-circle are several floating objects: smooth grey zen stones of various sizes, two miniature bonsai trees in shallow planters, transparent glass-like spheres containing swirling liquid, and softly glowing golden wireframe geometric polyhedrons. Beneath him a small, flat beige area rug, framed by two round woven rattan floor poufs in the foreground and a minimalist wooden console table with a vase to the left. The sunlight streams through a large window, creating long, soft shadows. The aesthetic is clean, calming, and magically balanced. 8k resolution, photorealistic textures, golden hour lighting. 9:16 ratio."
Lifestyle & Hobbies,"Wellness, Lifestyle, Surreal, Womenen, Indoor, Minimal, Aesthetic",Zen Levitation,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Zen%20Levitation.webp,"A serene, aspirational social media wellness shot featuring a woman with uploaded face as strict reference in a perfect meditative pose, literally floating cross-legged three feet above the ground in the center of a sun-drenched, minimalist Japandi-style room. She wears an elegant, earth-toned organic cotton yoga set. Orbiting around her in a magical, weightless semi-circle are several floating objects: smooth rose quartz and amethyst crystals of various sizes, delicate lotus flowers in shallow ceramic planters, transparent glass-like spheres containing swirling pearlescent liquid, and softly glowing golden wireframe mandalas. Beneath her a small, flat beige area rug, framed by two round woven rattan floor poufs in the foreground and a minimalist wooden console table with a vase of pampas grass to the left. The sunlight streams through a large window, creating long, soft shadows. The aesthetic is clean, calming, and magically balanced. 8k resolution, photorealistic textures, golden hour lighting. 9:16 ratio.
"
Lifestyle & Hobbies,"Men, Surreal, Neon, Studio, Indoor, Creative, Lifestyle",Zero Gravity Streamer,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Zero%20Gravity%20Streamer.webp,"A vibrant, hyper-detailed social media style photograph of a man with uploaded face as strict reference sitting at a futuristic, multi-monitor desk setup. He wears a stylish streaming clothes and is smiling and pointing with his finger to the directly to camera, holding a microphone. The surreal aspect is that all his gear—DSLR cameras, LED panels, boom microphones, streaming decks, and lenses—are floating in zero gravity in a perfect, organized orbit around him. A holographic ""ON AIR"" sign glows above his head. The room is softly lit by RGB strip lighting changing colors from purple to cyan. 8k resolution, sharp focus on the subject and floating textures, ultra-clean composition. 9:16 ratio."
Funny 😂,"Women, Fun, Food, Selfie, Surreal, Studio, Aesthetic",Sweet Tooth Selfie,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Sweet%20Tooth%20Selfie.webp,"A playful, high-key commercial photograph designed for social media, featuring a smiling young woman with uploaded face as strict reference, sitting atop a colossal, floating pink frosted donut with sprinkles. She wears a fluffy pastel lavender cardigan over a white crop top and high-waisted light wash denim, holding up a smartphone in a cute pastel case to take a selfie with a giant, floating strawberry waffle cone ice cream that is melting softly nearby. The background is a whimsical, blurred pastel dreamscape of a stylized candy shop, with flying macarons and fluffy pink cotton candy suspended in mid-air. The lighting is studio-bright, soft, and candy-colored, emphasizing sugary textures. 8k resolution, ultra-clean composition, vibrant pop-art aesthetic. 9:16 ratio."
Funny 😂,"Men, Surreal, Urban, Cinematic, Sunset, Fun",Urban Colossus,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Urban%20Colossus.webp,"A hyper-realistic, 8k, low-angle, wide-shot photograph captures a colossal figure, scaled to be many stories tall, leaning forward and looking down into a bustling city street below. with the uploaded face as strict reference, the giant figure, wearing a sharp black tuxedo with a white shirt, black bow tie, and white pocket square, rests their hands on the tops of two adjacent brick skyscrapers, creating a dramatic sense of scale and surrealism. The character's face is rendered using the uploaded face as reference, with dark, well-groomed hair and beard. The camera is positioned at street level, looking up towards the towering figure, emphasizing the immense height. The city below is a vibrant, highly detailed urban landscape reminiscent of a classic American metropolis from the 1940s-1960s, featuring multi-story brick buildings with fire escapes, numerous glowing neon signs with foreign text, and busy sidewalks filled with pedestrians. The street is active with yellow taxi cabs, a red double-decker bus, and other vehicles, all under a warm, cinematic sunset sky with soft orange and pink hues. Volumetric lighting permeates the scene, casting long shadows and creating a hazy, atmospheric depth of field that highlights the immense scale difference. Smoke plumes rise from distant industrial chimneys, adding to the urban texture. The overall composition is vertical, with the giant figure dominating the upper two-thirds of the frame, and the detailed street scene occupying the lower third, creating a powerful and immersive visual narrative. 2:3 ratio"
Funny 😂,"Surreal, Cinematic, Creative, Detail, Indoor, Aesthetic",Surreal Dollhouse Dream,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Surreal%20Dollhouse%20Dream.webp,"A hyper-realistic, 8k, cinematic eye-level shot with a slightly wide-angle lens and shallow depth of field captures a surreal scene where a person is disproportionately scaled to sit on the porch of an intricately carved Using the attached photo facial reference, highly detailed wooden dollhouse. The person, wearing lovely clothes, sits casually on the miniature porch steps, holding a light brown mug from which delicate steam rises. Their uploaded face as reference. The dollhouse, crafted from dark, rich wood with visible grain and texture, features a steep gabled roof with individual shingles, an ornate balcony with a detailed railing, arched windows with open shutters, and a grand front door, all glowing with warm, inviting light from within, creating volumetric lighting effects. Above the main door, a golden, ornate ""LibPrompt"" monogram is prominently displayed. Around the dollhouse, several carved wooden signs and hearts float suspended by thin strings: a large ""WELCOME"" sign hangs prominently at the top left, with ""Happiness "" and ""Fun"" signs below it on the left. A ""Dream"" sign hangs from a curved wooden arm attached to the right side of the house. Additionally, a small, square framed picture containing a cartoonish illustration of the person hangs by a string on the top right. The entire scene is set against a seamless wooden background and floor, creating a cohesive, warm, and inviting environment, illuminated by softbox lighting that provides subtle rim lighting to highlight the contours of the person and the dollhouse, emphasizing the highly detailed textures throughout. 2:3"
Funny 😂,"Surreal, Creative, Indoor, Fun, Casual, Office, Cinematic",Miniature Editor,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Miniature%20Editor.webp,"A hyper-realistic, 8k, cinematic shot with sharp focus on the foreground, Using the attached photo facial reference, depicting a regular-sized person interacting with a colossal, oversized open silver macbook. The giant laptop sits on a wide wooden desk, its screen glowing brightly. The person, wearing a dark blue hoodie, dark jeans, and pink and white sneakers, is playfully sliding down the slope of the giant keyboard area, right between the massive trackpad and the spacebar, looking directly at the viewer with a smile, uploaded face as reference. The screen displays a giant, colorful video editing timeline with glowing clips. To the left of the laptop, a hot mug of coffee and milk . The background is a softly blurred modern home office with bookshelves and warm LED strip lighting, emphasizing the brushed metal texture of the laptop chassis. ratio 2:3"
Cinematic & Artistic,"Cinematic, Nature, Surreal, Men, Outdoor, Creative, Casual",Forest Harmony,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Forest%20Harmony.webp,"A hyper-realistic, 8k, cinematic medium shot, low-angle perspective. Using the attached photo facial reference, The subject (wearing a light blue denim jacket, dark Blue hoodie, and short beard) is seated on a stack of giant, moss-covered antique books in the middle of a dense, sun-drenched forest clearing. He is holding up a peace sign. Behind him, an old, overgrown wooden piano stands half-buried in ferns and wildflowers. Brid standing on the top of the Piano, God-rays of golden sunlight filter through the tall pine trees, illuminating the dust motes in the air and the intricate fabric of his denim jacket. The atmosphere is ethereal and peaceful, with soft, warm lighting and rich, organic textures. 9:16 ratio."
Cinematic & Artistic,"Cinematic, Men, Moody, Dark, Costume, Urban, Formal",Dockside Mobster,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Dockside%20Mobster.webp,"A hyper-realistic, 8k, cinematic wide-angle shot. Using the attached photo facial reference, The subject (with Mafia Outfit - Mobster Outfit - Italian costume - Black Suit) is sitting casually on a massive, rusted iron mooring bollard at a foggy, abandoned shipyard. He is making a peace sign with his right hand. Beside him lies a vintage, weathered leather satchel. In the background, the blurred silhouette of a massive, decommissioned cargo ship looms through the thick grey mist. The ground is damp concrete with scattered rusted chains and oil puddles reflecting the dim light. Lighting is moody and cool-toned, with a soft teal ambient glow and sharp rim lighting highlighting the textures of the denim and the rusted iron. 2:3r."
Cinematic & Artistic,"Cinematic, Men, Dark, Moody, Urban, Action, Casual",Industrial Grit,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Industrial%20Grit.webp,"A hyper-realistic, 8k, medium shot, slightly low-angle photograph captures a character sitting centrally on a massive pile of dark, Using the attached photo facial reference, textured coal and industrial debris, including scattered metal scraps and hints of blue fabric. The character, with uploaded face as reference, is wearing an olive green utility shirt jacket, unbuttoned, over a white t-shirt, dark blue jeans, and rugged dark lace-up boots. They hold a silver/chrome pistol in their right hand, resting on their right thigh, pointed downwards, while their left arm rests on their left thigh. A long silver chain necklace with a circular medallion pendant adorns their neck. The lighting is soft and diffused, creating cinematic lighting with subtle highlights and no harsh shadows, emphasizing the highly detailed texture of the coal and clothing. The background is an intentionally blurred (bokeh) industrial setting, suggesting an abandoned factory or warehouse with large, dark structures, contributing to a gritty, moody atmosphere. The overall composition is vertical, with a professional photography aesthetic. 9:16 Ratio."
Business & Career,"Men, Women, Business, Professional, Elegant, Studio, Cinematic, 3D",Social Media Campaign,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Social%20Media%20Campaign.webp,"A hyper-realistic, 8k, full-body studio shot with cinematic lighting. A confident woman (use uploaded face as strict reference) is posing inside a massive, physical 3D Facebook post frame. The frame is thick, gloss-white, featuring the iconic blue Facebook header. Detailed UI elements are printed on the frame: the username ""LibPrompt - AI Photo Editing"" with a blue verified badge, a ""Sponsored"" tag below it, and the classic ""Like,"" ""Comment,"" and ""Share"" icons at the bottom. She is dressed in a sophisticated tailored ivory blazer over a silk camisole, paired with high-waisted wide-leg trousers and elegant pointed-toe heels. She is standing gracefully, leaning her right shoulder gently against the inner side of the frame with one hand resting confidently on her hip. Lighting is soft, diffused cinematic beauty lighting that flatters her features, with a cool blue rim light hitting her silhouette. Background is a seamless, soft neutral grey, creating a clean, corporate-chic look. Captured with a 50mm lens, f/1.8 for a sharp focus on the woman and a creamy, blurred background. 2:3 Ratio."
Business & Career,"Men, Women, Professional, Studio, Cinematic, Fashion, Lifestyle",Instagram Creator Shot,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Instagram%20Creator%20Shot.webp,"A hyper-realistic, 8k, full-body studio shot with cinematic lighting, showcasing a confident man posing within an oversized, thick white Instagram frame with rounded corners. The frame is a physical prop, angled slightly to the viewer's left, and features printed Instagram UI elements: a profile picture in the top-left corner depicting the uploaded face as strict reference, the username ""LibPrompt"" with a verified badge, ""AI Photo Editing"" text below it, and icons for like, search, add, and profile along the bottom edge. The person, uploaded face as reference, is wearing Beautiful attractive clothes for social media. He leans casually against the left vertical bar of the frame, with his right leg bent and foot resting on the bottom bar, and his left hand grasping the top-left corner of the frame. His right hand is casually tucked into his trouser pocket. The lighting is soft and even, originating from the front-right, creating subtle shadows and highlighting the textures of his clothing, with a delicate rim light on his left side. The background is a seamless, solid warm caramel-brown color, slightly darker towards the bottom, enhancing the contrast with the white frame and the man's attire. The camera angle is slightly low, captured with a 50mm lens, providing a sharp focus on the subject and frame, with a shallow depth of field subtly blurring the background. 2:3 Ratio."
Business & Career,"Men, Women, Professional, Studio, Cinematic, Fashion, Lifestyle",Dark Mode X Profile,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Dark%20Mode%20X%20Profile.webp,"A hyper-realistic, 8k, full-body studio shot focusing on a minimalist X (formerly Twitter) ""Dark Mode"" frame. The frame is a physical, slim matte-black border containing the X logo at the top center. Printed UI details include the handle ""@LibPrompt - AI"" with a silver verified badge, and the ""Retweet,"" ""Like,"" and ""View count"" metrics at the bottom. The person (use uploaded face as stric reference) is wearing a high-fashion, ribbed black turtleneck tucked into slim-fit charcoal wool trousers with a polished silver belt buckle. the person is sitting casually on the bottom edge of the frame, leaning back slightly with his hands supporting him on the frame's base. The lighting is ""High-Key"" but dramatic, with a strong key light from the left creating sharp, high-fashion contrast and textures on the fabric. The background is a warm beige/off-white seamless wall, providing a sophisticated contrast to the all-black attire and frame. Shot with an 85mm lens for perfect facial proportions and a shallow depth of field. 2:3 Ratio."
Business & Career,"Men, Women, Fashion, Professional, Studio, Cinematic, Creative",Vibrant Snapchat Creator,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Vibrant%20Snapchat%20Creator.webp,"A hyper-realistic, 8k, full-body studio shot with vibrant, punchy lighting. A confident person (use uploaded face as strict reference) is posing dynamically inside a massive, physical Snapchat interface frame. The frame features the iconic bright yellow accents. At the top center is the white ghost icon, Below it ''LibPrompt-AI'', and at the bottom, a large camera shutter button ringed in yellow next to a ""Send To >"" bar. A subtle AR filter UI (like sparkles around the frame edges) is printed on the prop. The person is wearing a trendy fashionable outfit. the person is holding a smartphone out towards the camera lens as if taking a selfie, winking playfully with a charismatic smirk. The lighting is ""Pop-art studio style"" with splashes of yellow and purple gel lights mixing with the main key light. The background is a seamless dark Studio electric yellow, enhancing the Snapchat branding. Shot with a 35mm lens for a wide, energetic feel. 2:3 ratio."
Lifestyle & Hobbies,"Men, Studio, Cinematic, Portrait, Lifestyle, Creative, Neon",Discord Gamer Profile,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Discord%20Gamer%20Profile.webp,"A hyper-realistic, 8k, full-body studio shot. A man (use uploaded face as strict reference) is positioned within a massive, physical 3D Discord interface frame. The frame is deep ""Blurple"" (Discord's signature color) and features the ""Nitro"" booster badge and a circular profile picture slot. The username ""LibPrompt-AI"" is printed in white bold font. The Person discord clothes is wearing beautiful gaming outfit. He is standing with a slight smirk, holding a gaming mechanical RGB keyboard. The lighting is ""Digital Night"" style, with a vibrant purple glow from the frame reflecting on his face and the fabric of his clothes. The background is a dark slate grey, creating a mysterious, tech-savvy atmosphere. 50mm lens. 2:3 Ratio."
Cinematic & Artistic,"Cinematic, Surreal, Moody, Portrait, Water, Detail, Artistic",Submerged Memories,https://raw.githubusercontent.com/Athena-Neferpitou/1awelapp-tsiwrat/main/tsiwrat/Submerged%20Memories.webp,"A hyper-realistic 8k full-body cinematic, close up shot of a person standing perfectly centered on a submerged city street during a catastrophic flood at dusk. The camera is at eye-level, capturing the subject in a slightly wide-shot, emphasizing the dramatic scale of the watery environment. The person is wearing fancy pajamas, standing upright with a calm demeanor, water rushing around their ankles, looking directly forward; for the face, use uploaded face as strict reference. The Realistic background features flooded buildings partially collapsed, with a rising sea swallowing the distant city skyline. The water is murky and turbulent, reflecting the chaotic deep blues, muddy greens, and orange sunset hues of the sky. Heavy rain and atmospheric haze fill the air, creating volumetric lighting. Floating surrealistically around the person are countless old handwritten letters, parchment manuscripts, and aged photographs. These paper items are actively dissolving into swirling dust and pulp that bleed into the murky water and air around the subject. The lighting is intensely cinematic, with dramatic, warm sunset light clashing with the deep shadows of the storm clouds, casting reflections on the churning water's surface. The wet, flooded street shows highly detailed textures of rushing water and submerged debris. The sky above is a turbulent mix of storm clouds breaking with sunset fire. The overall scene is highly detailed, moody, and visually striking. 2:3r."
